id,severity_reported,severity_normalized,theme,area,files,title,evidence,fix,loc_delta_estimate,sources,in_flight,territory,verify
R-154,Should-fix,Should-fix,duplicate-primitives,deploy/assets/,deploy/assets/sound-profile/js/main.js:6544-6634 vs shared/js/copy.js vs home-assistant/js/main.js:284-306; system-status/js/components.js:178-193 vs chat/js/views.js:295-309; shared/js/http.js:157-179 vs sync/js/main.js:36-47,"Three clipboard implementations, two renderSection copies, three JSON-POST variants","sound-profile's clipboard is the most robust (Clipboard API -> copy-event -> selection/execCommand, insecure-context aware) while the SHARED copy.js is the weakest despite its own comment citing exactly the LAN-HTTP scenario; renderSection's memo-diff-render body is identical bar variable names; sync's postJson differs from postJSON only in throwing on data.ok===false, and wifi/main.js hand-inlines the same fetch+parse block 6 times",Port sound-profile's 3-strategy fallback into shared/js/copy.js; export renderSection from components.js; add a non-throwing postJSON variant to http.js,-120,"T25-1-C1,T25-1-C2,T25-1-C3",#4031,web-ui,N
R-155,Should-fix,Should-fix,duplicate-primitives,deploy/,deploy/nginx-jasper-streambox.conf vs deploy/nginx-jasper.conf,94% of the streambox nginx conf is byte-identical to the full one,"292 of 310 non-comment lines identical; the only real deltas are /wake/, /wake-corpus/, /mic (absent) and location /source/ vs /source; two install_*_nginx_site functions differ by one filename; the streambox conf carries 26 comment lines against 256",One nginx-jasper.conf plus `include /etc/nginx/snippets/jts-profile-*.conf;`; install jts-profile-wake.conf only on the full profile,-380,T24-C2,,steward-general,N
R-156,Should-fix,Should-fix,duplicate-primitives,scripts/,scripts/s0-sync-bench.sh + s0-sync-measure.py vs multiroom-spike.sh + multiroom-spike-measure.py,"A 2,150-LOC fork of a throwaway bench, with four prose-pinning tests","Both self-declare THROWAWAY in their own headers; usage() is byte-for-byte identical (j=1.00) and write_server_conf j high; s0-sync-measure.py:22 says it is 'from scripts/multiroom-spike-measure.py acoustic mode'. tests/test_multiroom_spike_script.py, test_make_click_track.py, test_docs_impact.py and test_script_help_excludes_spdx.py pin their prose",Delete both once their questions are answered - they are declared throwaway and the tests pin prose AGENTS.md forbids anyway,-2150,p0-dup-2,,steward-general,Y
R-157,Should-fix,Should-fix,single-writer,jasper/ (repo-wide),136 distinct /var/lib/jasper* literals over 255 Python sites; /etc/camilladsp/outputd-cutover.yml in 6 modules; 89 more literals in deploy/**,There is no jasper/paths.py - the single biggest single-source-of-truth gap found,"'/var/lib/jasper/voice_provider.env' appears in 7 places (env_load:57, voice/provider_state:68, cli/doctor/privsep:109,148,202,260, cli/doctor/env:30); outputd-cutover.yml in 6 (runtime_contract:125, sound/camilla_yaml:57, control/state_aggregate:86, correction/session:195, correction/status:103, web/correction_setup:3691)",Create jasper/paths.py (or extend state_paths); teach deploy/lib/ to read it,0,p0-dup-15,,steward-general,N
R-158,Should-fix,Should-fix,single-writer,jasper/active_speaker/,jasper/active_speaker/state_paths.py:31 vs ~20 modules restating Path(path or os.environ.get(ENV) or DEFAULT),state_paths owns three of nine paths; 20 modules restate its resolver,"calibration_level:46, safe_playback:53, commission_ramp:103, crossover_level_run:118, crossover_preview:69, staging:138,148, reset:59, measurement:87, model_error_store:88, repeat_admission:72, driver_base_trim:99, seat_level_reference:151, capture_entry_anchor:59, audition:100, design_draft:141, path_safety:163, startup_hold:44, baseline_profile:218, bundles:126. reset.py:56 additionally re-implements design_draft._design_draft_path line for line",Publish state_paths.resolve_state_path; each module keeps its own ENV/DEFAULT constants,-60,"T14-2-C9,T14-1-F5",,tuning,N
R-159,Should-fix,Should-fix,single-writer,jasper/ + deploy/,jasper/web/_common.py:469 write_env_file; deploy/install.sh:1416 set_jasper_env_value; jasper/atomic_io.py:478,Env-file writers name no owner; install.sh's is the only non-atomic one,"write_env_file emits bare KEY=VALUE so ~14 wizard- and control-owned files carry no header; only 4 writers comply (identity-reconcile, audio_quality, latency_mode, usb_port_role). set_jasper_env_value is a sed -i delete plus >> append - non-atomic and non-quoting - and install.sh never sources deploy/lib/jasper-env-file.sh, which exists for exactly this and documents why printf %q corrupts ALSA pcm specs",Make write_env_file emit `# Written by <owner>`; fold set_jasper_env_value into jasper-env-file.sh (install.sh is non-negotiable tier),+10,"p0-config-7.4,p0-config-7.5,T06-D",,steward-general,Y
R-160,Should-fix,Should-fix,single-writer,deploy/ + jasper/,/var/lib/jasper/aec_mode.env; wake_model.env; outputd.env; wifi_guardian.env; audio_quality.env; i2s_hat.env,Five managed env files have two or three writers,"aec_mode.env: install.sh:1536 and jasper-aec-reconcile:338 carry a byte-identical 8-key printf, plus per-key appends from two more sites. outputd.env: jasper-audio-hardware-reconcile:1862, fanin/coupling_reconcile.py and jasper-apply-airplay-mode:105, while coupling_reconcile:18,109, multiroom/reconcile:1408 and fanin/converge:44 each document themselves as THE single writer of a different key subset. wake_model.env has two correctly-locked writers the file names neither of. audio_quality.env's install.sh seed writes no header",Delete install.sh:1535-1539 (the reconciler already seeds); give every file a header naming its writer and its key subset,-20,"p0-config-3a,T23-C3,T06-D",ADR-0235 G8/R7,hardware-input,N
R-161,Should-fix,Should-fix,single-writer,deploy/,"deploy/polkit/49-jasper-control.rules:52-100 vs jasper/control/restart_broker.py:98,155",MANAGED_UNITS and START_ONLY_UNITS are a hand-kept byte-copy in a polkit rules file,"The rules file's own comment calls them 'the same source of truth' and points at a drift test; a polkit deny is silent at runtime, which is how the 200-and-lie blocker became possible","Render 49-jasper-control.rules from restart_broker.POLKIT_MANAGE_UNITS at install time, as deploy/lib/jasper-core-graph-park-units.sh already does for the park list",-40,"T24-C6,T08-E",,doctor-state-resilience,N
R-162,Should-fix,Should-fix,single-writer,deploy/ + jasper/web/,jasper/web/__main__.py:465-521; deploy/jasper-web.socket:14-37; deploy/jasper-web-streambox.socket:10-22; both nginx confs; deploy/lib/install/systemd-units.sh:325-327,"One (route, port) table is spelled five times, one pair unguarded","The fifth spelling is a literal port list inside validate_streambox_web_socket; tests/test_deploy_wiring_guards.py:274-289 checks only nginx-jasper.conf, so the streambox socket<->conf pair is unguarded",Emit the socket ListenStream= lines and the nginx location blocks from the Python table at install time (install.sh already renders avahi templates this way); then delete validate_streambox_web_socket,-80,"T24-C4,T23-C13",,steward-general,N
R-163,Should-fix,Should-fix,single-writer,deploy/ + jasper/,"deploy/systemd/jasper-source-intent-reconcile.service:32,34; both nginx confs; deploy/lib/install/systemd-units.sh:1199; jasper/control/restart_broker.py:232,246,626; jasper-grouping-reconcile.service:31 vs coupling_reconcile.py:805",Derived worst-case timeouts are hand-propagated across five file classes,"TimeoutStartSec=2693 -> broker 2703 -> nginx 5600/5700, each restating the derivation in prose; same shape for 6346 and for the 5 s gadget budget (jasper-usbgadget.service:37 vs source_intent.py:102)",Make restart_broker._SOURCE_INTENT_EXEC_TIMEOUT_CEILING_SEC the single constant and render the unit TimeoutStartSec= and nginx proxy_read_timeout from it at install,0,T24-C5,,steward-general,N
R-164,Should-fix,Should-fix,single-writer,deploy/ + jasper/,"deploy/install.sh:158,920-928,1327,1497,1536; deploy/lib/jasper-asound-render.sh:34; deploy/udev/99-jasper-apple-dongle.rules; deploy/lib/install/systemd-units.sh:775",Hardware and vocabulary facts hard-coded in shell that Python already owns,"'dual_apple_usb_c_dac_4ch' and 'outputd_dac' vs audio_hardware/dac.py:28; 'samplerate_medium'/JASPER_ALSA_RATE_CONVERTER vs audio_quality.py:23-24; JASPER_USB_MIC=disabled/JASPER_USB_MIC_LEG=primary vs usb_mic.py:33-34,103; 'Raspberry Pi Zero 2 W' vs board_usb_topology(). The USB id 05ac:110a lives in five files including two udev rules that spell it BOTH 5ac/110a and 05ac/110a - and the udev and installer copies are in none of ADR-0235's 13 PRs","Have Python emit KEY=value for each seed and eval it, as select_audio_hardware_roles already does; add the udev/installer copies to the ADR-0235 plan",0,"T23-C10,T06-D",ADR-0235 / #4027 (incomplete),hardware-input,Y
R-165,Should-fix,Should-fix,single-writer,rust/ + c/ + jasper/,"rust/jasper-ring/src/layout.rs:71-72; c/jts-ring-ioplug/jts_ring_shm.h:61,74; rust/jasper-fanin/src/config.rs:32-33; rust/jasper-outputd/src/config.rs:82-83; jasper/fanin_coupling.py:707-708 and :862-863",The ring n_slots range 2..=16 is spelled seven times,Both Rust spellings are in crates that already link jasper-ring and document that they mirror it; outputd already proves the pattern with DAC_CONTENT_RING_PERIOD_FRAMES = jasper_ring::RING_SLOT_FRAMES,"Both Rust spellings become `pub use jasper_ring::{MIN_N_SLOTS, MAX_N_SLOTS}`; collapse the two Python pairs to one; C stays mirrored plus _Static_assert",-15,T21-C3,,hardware-input,N
R-166,Should-fix,Should-fix,single-writer,jasper/ (output hardware),jasper/output_topology.py:76-77 vs audio_hardware/dac.py:159 vs rust/jasper-outputd/src/config.rs:330-334,"The sink kind is spelled three ways, absorbed by five Rust aliases",topology says single_alsa/composite; the registry says alsa/dual_apple; the reconciler emits single_alsa/dual_apple; config.rs accepts single|single_alsa|alsa and composite|dual_apple|dual_apple_usb_c_dac_4ch,Point TRANSPORT_SINK_* at the registry spelling and narrow the Rust alias set to one each,-10,T06-C6,#4117 / ADR-0235 R1,hardware-input,N
R-167,Should-fix,Should-fix,single-writer,jasper/ (AEC),"jasper/cli/aec_bridge_telemetry.py:42 vs audio_validation.py:75, control/aec_endpoints.py:62, cli/doctor/aec.py:1332; jasper/audio_profile_state.py:46-49 vs 5+ modules",A stats path spelled 4x and the profile vocabulary littered as literals,"The tile owns BRIDGE_STATS_PATH and all three consumers re-type the path; audio_profile_state defines PROFILE_XVF_CHIP_AEC/_SOFTWARE_AEC3/_DIRECT_MIC while mics/xvf3800.py:163, usb_mic.py:315,327, audio_validation.py:66, voice/input_policy.py:99,111,134 and audio_input_view.py:97,270,410,415 type the literals",Consumers import BRIDGE_STATS_PATH and the PROFILE_* constants,-20,"T07-C5,T07-C6",,hardware-input,N
R-168,Should-fix,Should-fix,single-writer,jasper/,jasper/config.py (38 tokens read twice); jasper/location_state.py; jasper/web/__main__.py,38 env tokens are parsed both by Config.from_env and directly,"Worst: JASPER_WAKE_MODEL (12 sites), JASPER_VOICE_PROVIDER (7), JASPER_PEERING (6), JASPER_WAKE_THRESHOLD (6), JASPER_SPOTIFY_ACCOUNTS_PATH (5). Several are defensible (a wizard reading its own file), but location_state.py re-implementing six Config fields and web/__main__.py re-reading the two accounts paths are straight duplication",Pick one owner per token; start with location_state and __main__,0,p0-config-4,,steward-general,N
R-169,Should-fix,Should-fix,single-writer,jasper/ (repo-wide),jasper/camilla_config_contract.DEFAULT_SAMPLE_RATE; sound/profile.py:74; fanin/latency_mode.py:18; playback.py:679 vs speech_stimulus.py:202 vs program_admission.py:194; playback.INT16_PEAK vs 8 sites,"Physical constants re-spelled: 48 kHz thrice, int16 dBFS thrice, 32767 nine times",sound/profile.RESPONSE_SAMPLE_RATE_HZ hardcodes 48000 with a comment admitting it; the identical `-120.0 if peak <= 0 else 20.0 * math.log10(peak / 32767.0)` appears in playback.py and speech_stimulus.py with a third variant in program_admission; 39 inline 20*log10 sites tree-wide,One owner per constant; the audio_measurement dbfs() from the DSP-primitive row covers the peak math,-40,"T05-E,T14-3-E,T14-4-E",,tuning,N
R-170,Should-fix,Should-fix,single-writer,jasper/active_speaker/,jasper/active_speaker/commissioning_lifecycle.py:67-106 vs commissioning_receipt.py:73-115,The commissioning failure-code vocabulary is spelled twice,"COMMISSIONING_FAILURE_CODES (14 codes) and ROLLBACK_FAILURE_CODES (10 of the same 14, verbatim); both then re-derive a pre/post-mutation partition under near-identical names",commissioning_receipt imports the codes and the partition from commissioning_lifecycle (the state machine owns the vocabulary),-40,T14-3-C5,,tuning,N
R-171,Should-fix,Should-fix,single-writer,jasper/ (output hardware),jasper/audio_validation.py:67 vs jasper/audio_hardware/dac.py:30,DAC8X_OUTPUTD_STABILITY_PROFILE is a literal string in two modules,"audio_validation does not import the registry's copy; cli/audio_hw_validate.py:32 imports the audio_validation copy, while the registry copy is exported from audio_hardware/__init__.py:12 and consumed nowhere",Delete audio_validation.py:67 and import from audio_hardware.dac,-2,T06-C2,#4117,hardware-input,N
R-172,Should-fix,Should-fix,single-writer,jasper/ (repo-wide),output_hardware.py:110; output_topology.py:148; active_speaker/crossover_alignment.py:145; active_speaker/setup_status.py:114,"_issue(severity, code, message) is byte-identical in four places",output_topology already consumes the shared jasper/json_fields.py for _text/_int while output_hardware.py:114-127 still rolls its own,One shared issue builder beside json_fields,-40,T06-E,,hardware-input,N
R-173,Should-fix,Should-fix,dead-code,jasper/web/,"jasper/web/{voice,google,wake,transit,home_assistant,wifi,rooms,sound,spotify,wake_corpus}_setup.py main()",Nine to ten unreachable wizard main()s kept alive by a meta-test,"Production runs `python -m jasper.web` (jasper-web.service:89), which imports make_server function-locally and never main; only four wizards have a real ExecStart. tests/test_console_scripts_import.py:20 plus per-wizard `assert callable(x.main)` lines are what keep them","Delete the main()s and their argparse/__main__ tails, drop jasper-web and jasper-sound-web from [project.scripts], drop the assert-callable lines, and delete the ~16 dead *_WEB_HOST/_WEB_PORT knobs with them",-350,"p0-orphans-3,p0-dup-1,p0-config-6a,T16-3-C6,T17-1-E",,web-ui,Y
R-174,Blocker,Should-fix,dead-code,pyproject.toml,pyproject.toml:176,The installed jasper-web binary starts only the Spotify wizard,"jasper-web = 'jasper.web.spotify_setup:main', so every Pi has /opt/jasper/.venv/bin/jasper-web, which binds 8765 and logs 'jasper-web listening on http://%s:%d' (spotify_setup.py:1461) while the real daemon is `python -m jasper.web`. The name also collides with a systemd unit, a system user and /usr/share/jasper-web, which is why it survived a grep sweep",Delete the entry point with the main(); rename or drop the script name either way,-50,"p0-dup-1,p0-orphans-3,T17-1-E",,web-ui,Y
R-175,Blocker,Should-fix,dead-code,jasper/active_speaker/,"jasper/active_speaker/playback.py:84-155,263-375,900-995,1016-1102; audible_policy.py:25-56; jasper/audio_lab.py",The aplay tone backend is unreachable; ~330 LOC guards it,"Both live backends declare audio_backend = False (:782,:818); only AplayTonePlaybackBackend sets True (:904) and its only constructors are 20 call sites in tests/test_active_speaker_playback.py; all four production callers pass backend=None; tone_backend_status hard-codes audio_enabled = False (:350) and returns a blocker saying it 'selects a backend nothing wires'. The 72-line FORBIDDEN_TEST_PCM_TOKENS essay and 3 of audible_policy's 4 functions defend that path","Delete the backend, the gate ladder, FORBIDDEN_TEST_PCM_TOKENS, jasper/audio_lab.py and both JASPER_AUDIO_LAB_* knobs; fold audible_policy_payload into driver_protection.py",-330,"T14-3-C1,T18-B",,tuning,Y
R-176,Blocker,Should-fix,dead-code,jasper/peering/,"jasper/peering/discovery.py (all); daemon.py:125,282-345,422-436; uds.py:20-23,111-115",The whole mDNS-browse and STATUS half of peering is dead,PeerDiscovery -> _on_discovery_event -> _known_peers -> _handle_status -> nothing. uds.py:22 claims PING is 'used by doctor's liveness check' but cli/doctor/peering.py contains only an env parse and an avahi-browse subprocess. Grep over jasper/ tests/ deploy/ scripts/ .github/: only tests/test_peering_discovery.py (405 LOC) and the daemon itself,"Delete discovery.py, the status= param and STATUS/PING branches, _known_peers/_prune_stale_peers/_last_decision/STALE_PEER_THRESHOLD_SEC and their tests; peering-on then stops importing zeroconf. Keep avahi.py - the advert IS read by other speakers' doctor",-800,T09-C1,,steward-general,Y
R-177,Should-fix,Should-fix,dead-code,jasper/multiroom/,jasper/multiroom/cascade_timeline.py (360 LOC),A journal-scraping observability duplicate with an unrequested knob,"360 LOC plus a daemon thread and a `journalctl -o json` subprocess every 15 s, re-parsing logfmt out of the journal to rebuild events this process already emitted; adds JASPER_MULTIROOM_CASCADE_TIMELINE; its _parse_logfmt_event/classify_journal_line shape duplicates control/airplay_health.classify_journal_line, which airplay_latency.py:32 already cites. Consumers: one /state block","Delete, or converge with airplay_health's sampler into one journal-ring primitive",-360,T09-C5,,steward-general,Y
R-178,Should-fix,Should-fix,dead-code,jasper/multiroom/,jasper/multiroom/snapcast_rpc.py:141-199,"Three dead snapcast setters, one a latent second latency authority","set_client_latency, set_client_volume and set_group_mute are reached only by tests/test_multiroom_snapcast_rpc.py; docs/multiroom-pairing-reliability-plan.md:524 (F-13) already records Client.SetLatency as a latent second authority that would double-compensate against the shipped `snapclient --latency`",Delete all three plus their tests; keep rpc_call/read_stream_clients/ensure_groups_on_stream,-75,"T09-C6,p0-orphans-2a",,steward-general,N
R-179,Should-fix,Should-fix,dead-code,jasper/bass_extension/,"jasper/bass_extension/bench/{executor.py (1200), stimulus.py (285), live_proof.py (250), excitation.py (85), cross_check.py (353)}",Five bench modules with zero importers; three outside ADR-0018's park,"executor.py is the largest single dead file in the tile - named only in docstrings, including its own CLI's, because cli/bass_extension_bench.py:181-190 unconditionally raises SystemExit naming #1738 before reaching it. stimulus/live_proof/excitation have zero importers even from the dead executor/runner chain, and bench/__init__.py:22-23 claims the runner uses excitation - runner.py's actual import list disproves it. bench/excitation.build_requested_bass_plan has zero callers repo-wide",Not a unilateral delete (ADR-0018 sets the bar) - but the three unnamed modules are outside the park's boundary and need a ruling; executor.py is the ledger's biggest line item,-2173,"T15-C4,T15-C5,p0-tests-9,p0-orphans-1a",ADR-0018,tuning,Y
R-180,Should-fix,Should-fix,dead-code,jasper/bluetooth/,"jasper/bluetooth/roles.py (81 LOC); engine.py:170,197,582,690; bluetooth/handlers/* (224 LOC)","bt_roles.json is write-only, and a plugin framework wraps three one-line handlers","RoleStore.set/remove are called; RoleStore.get and BluetoothEngine.roles have zero callers repo-wide, so the stated purpose ('a re-connecting device gets routed back to the right place') is unimplemented. Every handler's post_pair body is 1-2 `yield {'stage':..,'detail':'<string>'}`; label has no reader and id is written only to the dead RoleStore","Delete roles.py, the two writes and its doctor/env-migrations entries; collapse the handlers to post_pair_message(device) -> str inside engine.py, keeping the UUID predicates in models.py",-300,"T04-F5,T04-F6",,steward-general,Y
R-181,Should-fix,Should-fix,dead-code,jasper/ (sources),"jasper/mux.py:1395-1398,1436-1440; rust/jasper-fanin/src/state.rs:357",A dead fan-in verb leaves an unreachable Rust arbitration policy,"_fanin_auto_best_effort has zero callers; _fanin_auto is called only by it and by tests; mux never sends fan-in AUTO, so state.rs:357's sum-all-lanes mode has no live sender",Delete both methods; open an issue for fan-in's AUTO verb,-20,T04-F11,,hardware-input,N
R-182,Should-fix,Should-fix,dead-code,jasper/ (volume),"jasper/volume_persistence.py:79,119-126,329-352,354-363",Four dead public members in volume_persistence,maybe_save + DEBOUNCE_SEC + MIN_DELTA_DB have test-only callers; save_pre_mute_level is a 'compatibility wrapper for callers that predate transition tokens' and no such callers exist; VOLUME_MIN_DB is production-dead,Delete all four; move the 8 test call sites to save_mute_state/save_now,-60,T04-F10,,steward-general,N
R-183,Should-fix,Should-fix,dead-code,jasper/ (volume),"jasper/volume_owner.py:683-721 vs volume_coordinator.py:1757-1901,806-811",Two drift-repair systems over one fader; the owner invariant is false,"_settle's pre-read claims it 'is what lets wave 5e DELETE the 1 Hz reconciler', but maybe_reconcile_camilla (144 LOC, 5 gates) is still called at volume_observers.py:197 and web/sound_setup.py:1234. Separately jasper-control installs a process VolumeOwner AND builds a fresh VolumeCoordinator per HTTP request (fresh owner, empty ledger), and jasper-mux never registers its owner so volume_owner() answers None there - only voice/daemon_main.py:824 does what the docstring describes",Land the reconciler deletion or delete the claim; register the coordinator's volume_owner in mux and control (one line each) or state the exception honestly,-200,"T04-F2,T04-F3",#4125 touches volume observers,steward-general,Y
R-184,Should-fix,Should-fix,dead-code,jasper/ (volume),"jasper/volume_observers.py:171-188,239-270",A 1 Hz subprocess fan-out whose output is mostly discarded,"_tick gathers all three probes every tick regardless of current_active; the AirPlay result is stored in _last_seen[AIRPLAY], which only _maybe_observe reads - and _maybe_observe is called only with SPOTIFY/BLUETOOTH - then ends in logger.debug. So a busctl fork per second exists purely to write a debug line, and bluealsa-cli+busctl fork per second while Spotify is the winner, on a 415 MB target",Probe only current_active's source; delete _read_airplay_db and AIRPLAY_DB_MIN/MAX; adopt mux's EVENT_BACKED_PROBE_SEC defer,-60,T04-F1,#4125,steward-general,N
R-185,Should-fix,Should-fix,dead-code,jasper/ (assistant),jasper/wake_fusion.py (74 LOC),wake_fusion's entire runtime effect is base + 0.0 and return True,_offsets is only ever non-empty in tests/test_voice_daemon_wake_triple_stream.py:219; the docstring narrates unbuilt Phase 1.2/1.3/1.4 plans,Inline the threshold read into voice_daemon and delete,-74,T02-F13,,hardware-input,N
R-186,Should-fix,Should-fix,dead-code,jasper/wake_corpus/,jasper/wake_corpus/capture_plan.py:158-188,build_capture_plan is dead and exists only to justify a cycle-dodging lazy import,Zero callers in jasper/ tests/ scripts/ deploy/; only the constants and PlanConformance are consumed; its docstring calls itself 'the compact public entry point',Delete it plus the lazy `from . import bridge_session` it exists for,-30,T02-F2,#4030,hardware-input,N
R-187,Should-fix,Should-fix,dead-code,jasper/ (integrations),"jasper/calibration_agent/tools.py:227,296-340; cli.py:232; advisor_context.py:463","compute_schroeder can never return available, and three consumers branch on it","build_intake:325 calls compute_schroeder() with NO arguments; the function returns {'available': False} unless both room_volume_m3 and rt60_s are passed; no other caller in jasper/, tests/ or scripts/","Delete the function and its three consumer branches, or wire the bundle's room volume/RT60 in",-60,T03-C4,,tuning,N
R-188,Should-fix,Should-fix,dead-code,jasper/ (integrations),"jasper/spotify_router.py:534-543,661",An unreachable error branch and a counter that is always zero,"_current_playback catches Exception and returns None, so _probe_and_match's isinstance(pb, Exception) test on the gather results can never be true (CancelledError is BaseException); n_error is always 0 and the 'current_playback raised' warning is unreachable","Let _current_playback raise and keep the counter, or delete the branch and n_error",-10,T03-C5,,steward-general,N
R-189,Should-fix,Should-fix,dead-code,jasper/active_speaker/crossover_v2/,"contracts.py:519,521,528,531; measure_spec.py:105-111 + session.py:328; round_evidence.py:469-475; frequency_view.py:225-234","Four dead proposal fields, an unreachable branch, a dead compat door",predicted_response_before/predicted_spec_before/anchored_trim_db/alternative_trim_db: the only production constructor passes none and the only reads are _core()'s own fingerprint payload; their docstrings promise 'until #2291 Phase 3' which shipped. CapabilityStub.captured is True in all three _ROWS so session.measure's `if any(not stub.captured ...)` is unreachable. evaluate_round takes 22 kwargs and its own docstring says no call site passes margin_db/round_cap/plateau_db. frequency_view.build_frequency_view is a self-described backward-compatible door whose both real callers import from the parent module,Delete each with its stale promise; rename crossover_v2/frequency_view.py (two modules of that name with a same-named function is a newcomer trap),-80,"T13-1-C6,T13-1-C7,T13-1-C8,T13-2-C7,T14-1-E",,tuning,Y
R-190,Should-fix,Should-fix,dead-code,jasper/audio_measurement/,quality_model.py:120-136; null_walk.py:313; calibration.py:70-86; sweep.py:25; analysis.py:421,Three identical quality profiles and two dead public entry points,Verified at runtime: ROOM == DRIVER == RAMP == QualityModel(); RAMP has zero production consumers and the test keeping them alive asserts each 'carries exactly the pre-extraction threshold values' - a migration-completion pin. NullWalkSpec.candidate_delays_us has zero prod callers. supported_model_options() has zero callers repo-wide and its docstring's claim that 'the capture page consumes these via CaptureSpec' is false - web/correction_room_flow.py:331-338 rebuilds the list inline,"Delete RAMP and collapse ROOM/DRIVER; delete candidate_delays_us, supported_model_options (or point correction_room_flow at it), the unused logger and the mid-file import",-90,"T12-2-C4,T12-2-C15,p0-orphans-2a",,tuning,N
R-191,Should-fix,Should-fix,dead-code,jasper/audio_measurement/,jasper/audio_measurement/delay_graph.py:169-206,DelayCandidateConfirmation and its to_dict have zero callers anywhere,Verified by name grep across jasper/ tests/ scripts/ deploy/ docs/; its DelayWalkScope import at :22 dies with it,"Delete the class, the to_dict and the import",-38,"T12-1-C3,p0-orphans-2a",,tuning,N
R-192,Should-fix,Should-fix,dead-code,jasper/control/,jasper/control/restart_broker.py:22-29 (_VERB_ARGV enable/enable-now/disable-now); system_metrics.py (2 classmethod delegators); server.py:3935,"Dead broker vocabulary kept alive by its tests, plus two dead delegators","grep for verb= in jasper/ yields only start/restart/try-restart/stop/reset-failed; the docstring admits 'nothing routes through them today ... the verbs stay for a future root client / Phase-4 grant' - speculative machinery with no removal condition. tests/test_restart_broker.py:62,74-75,492 is the only consumer","Delete 3 verbs, ~10 docstring lines and the 3 tests",-30,"T08-C11,T08-B",,doctor-state-resilience,N
R-193,Should-fix,Should-fix,dead-code,jasper/correction/,"fir_runtime.py (301); confidence.py:270-283; evidence.py:362-366,384; bundle_tools.py:89-137; strategy.py:180-207; confidence.py:247-268",~450 LOC for a future_fir feature that does not exist,"fir_runtime.py:6-10 says outright 'This module does not design room-correction FIR filters'; nothing generates FIR yet confidence computes a 4-reason future_fir gate, evidence publishes allowed/reasons and bundle_tools reports ready_for_generated_fir. Separately web/correction_setup.py:1752 refuses any strategy_choice outside ('safe','balanced') and no other writer exists, so the boost-capable 'assertive' preset is unreachable - while camilla_stereo_prefix.py:168,189 reserves headroom for it",Delete the future_fir gate/permission/readiness (keep stage_fir_artifact only if the owner uses the CLI today); either open the assertive surface or delete the preset and its two graders,-500,"T11-C10,T11-C11",,tuning,Y
R-194,Should-fix,Should-fix,dead-code,jasper/correction/,"jasper/correction/level_match.py:534-681; session.py:98-104,500-556,642-682,885-907; playback.py:23-31","~150 LOC of refusal machinery and ~17 shims, all held by tests","describe_ramp_refusal/RampRefusal/LevelMatchRefused/_RAMP_REFUSAL_COPY have only tests plus a pointer comment at ramp.py:576; the session shims (_dbfs, _band_levels_dbfs, _capture_band_snr, _repeatability_from_arrays, _write_*_json) have zero production callers and are pinned by tests whose own purpose is 'the compatibility boundary for moving the acoustic math out of the session' - a move that already happened; 5 of 6 playback.py re-exports have zero consumers",Delete the shims and retarget the characterization tests at acoustic_quality.* (AGENTS.md: delete a test when its subject moves),-250,"T11-C6,T11-C8,T11-note",,tuning,Y
R-195,Should-fix,Should-fix,dead-code,jasper/ (output hardware),"jasper/audio_hardware/dac.py:180,182,490,618; jasper/output_topology.py:1701; jasper/audio_hardware/__init__.py:1-86",Two decorative DacProfile fields and a dead 38-name re-export wall,"validation_profile: grep over jasper/ returns only an unrelated input-side function and tests/test_dac_profiles.py; dac_channel_map has a consumer and a 33-line validator but no row declares it - all five rows leave it None, so _build_outputd_transport_plan always falls back to identity. Every consumer of audio_hardware does `from jasper.audio_hardware import dac`; the wall's only consumer is a test asserting the wall equals dac.__all__",Delete the two fields and the validator; delete the imports/__all__ in __init__.py and the self-referential test,-120,"T06-C1,T06-C5,T06-C3",#4117 / ADR-0235 R1,hardware-input,Y
R-196,Should-fix,Should-fix,dead-code,jasper/cli/,"jasper/cli/aec_bridge.py:138-175; jasper/cli/usb_mic.py:50-53,1043,1161-1165",Dead AEC bridge constants and a legacy packet shim with no expiry,"AEC3_SWEEP_VARIANTS plus 9 OUT_PORT_* constants are read only by tests - production reads every port off BridgeConfig, and only OUT_RATE has a real use. The bridge only ever emits v2 (aec_bridge.py:437-446 always uses TimestampedLegEmitter), so LEGACY_PACKET_BYTES, the bare-320 branch and the v1_packets/legacy_packets counters serve a one-restart coupled-upgrade window that has passed",Delete both; have the tests assert against jasper.wake_legs / BridgeConfig,-90,"T07-C11,T07-C12",,hardware-input,N
R-197,Should-fix,Should-fix,dead-code,jasper/active_speaker/,"commissioning_host.py:299-303; runtime_convergence.py:202; angle_capture_spool.py:144,152","Three write-only attributes, a shadowing literal, a test-only global","_drivers_by_target/_channels_by_target/_prepared are assigned and never read anywhere in jasper/ or tests/ (their consumer was the capture producer ADR-0197 deleted); runtime_convergence spells 'parked_muted' as a literal while importing five other names from runtime_contract, which defines PARKED_MUTED_STATUS at :155; angle_capture_spool ships a module-global _spool_path_override plus set_angle_request_spool_path_for_tests","Delete the three assignments (keep the loop, it raises on overlapping channels); import the constant; take the spool path as an argument like every sibling",-20,"T14-4-C16,T14-1-F14",,tuning,N
